Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/1/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Ireland,IRL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.190819722,1.154335478,1.035461843,1.025174232,1.013078038,0.1,1.3,1.3,1.1,0.7,1.2,1.4,1.8,1.1,1.2,1.1,0.9,1.2,1.1,1.1,,
Ireland,IRL,"Internally displaced persons (number, low estimate)",VC.IDP.TOTL.LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Internally displaced persons (number, high estimate)",VC.IDP.TOTL.HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Battle-related deaths (number of people),VC.BTL.DETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.780983508,8.25712958,7.486942118,7.136951215,5.908189369,4.585709268,4.062980476,3.625614299,3.750738023,3.654926582,3.562068051,
Ireland,IRL,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.858075222,4.518266632,4.911406226,5.012596679,5.070455528,5.404978792,5.867380154,5.538424221,4.944383732,5.182706607,4.898311567,
Ireland,IRL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.34199414,43.58341123,41.1373716,38.38011078,36.58951214,40.14663688,40.86445861,45.95738348,46.7670313,46.45530764,44.43145022,47.07236771,47.83989232,47.6319454,40.79819131,34.67451384,34.04293876,34.73374007,34.52714006,27.25762938,25.72634234,24.26009355,21.22904555,21.70761977,22.51600155,22.42478894,21.32644006,26.76467483,
Ireland,IRL,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277076812,6163766530,6841293794,6560803447,7187967196,7894108650,9980720568,14398170640,17371426662,20117197732,23875081160,28523395273,31475030671,34661838788,31754508355,27741124356,30424804143,32873832109,31829122545,28168568620,27795411439,24286812034,21232045267,23751602369,22623281790,21914722722,21260562125,29060468411,
Ireland,IRL,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54462793177,65024423437,81122664219,89061261695,83959642664,89095707861,1.03673E+11,1.06651E+11,1.18E+11,1.33028E+11,1.34328E+11,
Ireland,IRL,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.48018192,58.3448768,60.16422496,63.47784297,67.32036579,68.72606966,70.42157361,71.57396523,73.4818433,73.6106613,73.92138432,
Ireland,IRL,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.89909871,62.5116453,69.08399798,83.22185001,92.33919625,100,107.2686661,114.3008565,120.1151729,135.6971608,142.0028124,140.7961774,157.3948351,162.8024346,150.1229035,150.8591969,162.8290668,151.2175885,148.0875166,153.9818723,155.9647081,
Ireland,IRL,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,425300000,504200000,486600000,548200000,621600000,625800000,685000000,784700000,797200000,890380000,1034970000,1304620000,1605790000,2129090000,2656720000,3176100000,3311870000,4398170000,5681620000,7172230000,8498060000,7682610000,8030110000,8591320000,9639430000,10322280000,12665360000,15998320000,18768500370,20869461236,23768516306,24216044828,28132377438,29178907113,34051675260,43592374990,47363423006,52566991948,64507667691,71605224039,76336198600,82935005300,87787450000,92830322700,1.04437E+11,1.09617E+11,1.08856E+11,1.21496E+11,1.2563E+11,1.15567E+11,1.1217E+11,1.21067E+11,1.11485E+11,1.08623E+11,1.10979E+11,,
Ireland,IRL,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,7.900305667,8.449028163,8.549116317,8.117475374,7.31981982,6.35985938,5.941605839,5.45431375,5.544405419,5.054021878,4.64457907,5.798623354,7.358371892,4.731129262,5.524104911,5.962973458,6.288592245,6.902643599,6.849102897,8.040874317,7.26565828,6.456920239,6.790442472,6.384117924,6.159389093,5.845413998,6.568624974,6.238780072,6.291894309,6.108632032,6.133400154,6.379602025,5.761198262,7.947046087,6.873899252,6.832309481,8.542172286,8.42582385,8.000472071,2.341978761,3.503748089,3.301411859,1.951654821,0.638172186,0.603482508,0.392442887,0.411566158,0.397551617,0.347445005,0.257732206,0.238322123,0.14158573,0.509231568,0.57214035,0.749988161,,
Ireland,IRL,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,0.21161533,0.238000793,0.226058364,0.255381248,1.061776062,0.303611377,1.226277372,0.535236396,0.489212243,0.59974393,0.692773704,1.171222272,0.840084943,0.92245983,1.260576952,2.19734895,1.712929553,2.17999759,1.720988028,1.349928823,1.678265392,2.116988888,1.987394942,1.843022958,1.371139165,1.766663954,1.15369796,1.221815791,1.368996947,0.860691092,0.832590274,0.884370989,0.861195665,0.897432672,0.900423123,0.837308202,0.969163091,1.145549462,0.955778696,0.883442526,0.77445224,0.788647445,0.685163654,0.70181346,0.685714558,0.647572518,0.784026183,0.893976492,0.820839772,0.692727876,0.615347781,0.69297573,0.794904466,0.791905896,0.810106872,,
Ireland,IRL,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,0.329179403,0.178500595,0.267159885,0.346588836,0.273487773,0.239693193,0.175182482,0.127437237,0.112895133,0.111188481,0.133337198,0.103478408,0.085316262,0.089240004,0.348173688,0.111772299,0.250009813,0.117094155,0.209623312,0.313291682,0.348667814,0.362376848,0.280942602,0.29983751,0.308628207,0.272517312,0.328297024,0.338660559,0.182987259,0.168347418,0.180027822,0.163714153,0.180796305,0.254009257,0.172401653,0.196922128,0.182823619,0.178895757,0.165031356,0.198645283,0.226519008,0.148047859,0.176609185,0.143803012,0.211378964,0.193732505,0.226689679,0.238753215,0.227451607,0.240677823,0.218381502,0.266219558,0.309211753,0.412693066,0.362782655,,
Ireland,IRL,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,0.117564072,0.039666799,0.061652281,0.054724553,0.257400257,0.143815916,0.364963504,0.191155856,0.501756147,0.551449943,0.389383267,0.217687909,0.311373218,0.327839593,0.544280165,1.262239854,2.452089001,1.984916454,2.08514473,2.61062459,3.676368489,3.894379644,3.914018612,3.790686414,3.138463581,2.856636325,2.217465591,1.915826162,2.060008667,2.109689781,1.231935265,0.777410997,0.695124192,1.033091371,1.167997703,1.014810786,0.78286914,0.664280368,0.664888248,0.713388174,0.585311305,0.427391183,0.367463914,0.367628799,0.40225021,0.37973309,0.400350956,0.445014152,0.448731773,0.508661281,0.440073619,0.412645184,0.39298341,0.438634325,0.460777182,,
Ireland,IRL,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,0.164589701,0.019833399,0.123304562,0,0.225225225,0.479386385,0.408759124,0.293105645,0.589563472,0.516633348,0.504362445,0.446873419,0.551753343,1.922417559,2.23471047,0.61647933,0.606605936,1.146613251,1.094582179,1.106211039,1.705683415,1.879179081,1.104468058,0.867037894,1.03045512,0.758843976,1.005340551,0.713512419,0.603222013,0.896535994,0.8594746,0.669510838,0.87735356,0.950965408,0.765483443,0.733252977,0.785431308,0.810349355,0.752735327,0.694416513,0.750702171,1.109965444,0.769043069,0.900386399,0.855944128,0.993311252,1.352437153,1.15013436,0.97144027,0.933257128,0.956316944,1.014072416,1.180193988,1.262529711,1.855273524,,
Ireland,IRL,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.258081694,0.375910569,0.43295889,0.506307382,0.47709484,0.45761312,0.682052826,0.487754717,0.502097054,0.515991527,0.550499502,0.63255724,0.756144715,0.913625905,0.982095977,1.034896728,1.028158915,1.148194488,1.193356523,1.321877465,1.260326676,,
Ireland,IRL,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,0.376205032,0.178500595,0.246609125,0.456037942,0.353925354,0.415468201,0.744525547,0.331336817,0.338685399,0.204407107,0.291795897,0.390151922,0.112094359,0.208070114,0.483302719,0.369635717,0.290470339,0.273522852,0.379645242,0.391928312,0.339018552,0.349620767,0.492023148,0.470009265,0.449611647,0.449028703,0.347877992,0.338848079,0.397117837,0.422733729,0.424644856,0.469438136,0.646437418,0.645765557,1.021719155,1.335662835,2.11417486,1.85803156,1.56086665,2.289939906,2.197263462,2.722240135,1.979980396,1.926290514,1.855038411,2.340003574,2.897942263,3.384787967,3.818848653,3.432730218,2.886970787,2.417490948,2.288699244,2.098492561,2.045175405,,
Ireland,IRL,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1.199153539,0.654502182,0.924784217,1.112732579,2.187902188,1.62991371,2.96350365,1.567478017,2.057200201,2.056425346,2.05319961,2.388434947,2.011470989,3.582751316,4.948959619,4.620131608,5.458849532,5.81810162,5.629556359,5.939017572,8.119264868,8.875889834,7.858920986,7.346135402,6.37579193,6.229922071,5.188087824,4.638112002,4.732217494,4.551227712,3.730723794,3.126151132,3.377686579,4.035218792,4.28610677,4.493867496,5.267420908,5.163413884,4.576395117,5.237445522,5.216301012,5.684046782,4.480357272,4.555913711,4.560825775,5.18691018,6.417590948,7.026292092,7.269408051,6.842951053,6.145249548,5.951598324,6.159349384,6.326133022,6.794442315,,
Ireland,IRL,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,90.90054079,90.89646965,90.52609947,90.76979205,90.49227799,92.01022691,91.09489051,92.97820823,92.39839438,92.88955278,93.30222132,91.8129417,90.63015712,91.68611942,89.52693547,89.41689493,88.25255822,87.27925478,87.52134074,86.02010811,84.61507685,84.66718993,85.35063654,86.26974667,87.46481898,87.92466393,88.2432872,89.12310793,88.9758882,89.34014026,90.13587605,90.49424684,90.86111516,88.01773512,88.83999398,88.67382302,86.19040681,86.41076227,87.42313281,92.42057572,91.2799509,91.01454136,93.56798791,94.8059141,94.83569172,94.42064693,93.17084289,92.57615629,92.38314694,92.89931674,93.61642833,93.90681595,93.33141905,93.10172663,92.45556952,,
Ireland,IRL,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,426720000,505400000,488320000,548520000,548800000,618240000,684040000,789826000,797999000,891359000,1120080000,1312410000,1606600000,2130610000,2658030000,3192430000,3314750000,4404060000,5690810000,7142960000,8398000000,7678000000,8063000000,8592000000,9642000000,10358000000,12658000000,15999000000,18723000000,20667000000,23743000000,24224000000,28331000000,28992000000,33996000000,44705000000,48339000000,53348000000,64329759000,71239358431,77413186431,82835038689,88265438673,92755372072,1.04788E+11,1.09657E+11,1.08726E+11,1.21543E+11,1.25719E+11,1.15928E+11,1.16497E+11,1.2574E+11,1.16773E+11,1.14356E+11,1.18908E+11,1.20439E+11,
Ireland,IRL,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,0.117564072,0.099166997,0.061652281,0.054724553,0.305662806,0.271652285,0.452554745,0.318593093,0.614651279,0.626698713,0.521754254,0.241449618,0.363061172,0.346626963,0.67413954,1.231069551,2.653787739,2.491263412,2.485734702,3.288098681,4.175541241,4.789127653,5.346502103,4.520841966,3.590772483,3.624005549,3.050446257,2.340995805,2.352868895,2.124462832,1.664899954,1.553468136,1.521639664,2.075697607,1.943437002,1.796904382,1.580903023,1.563129279,1.480893793,1.535996591,1.418068387,1.222314144,1.858964806,0.930521919,0.959850148,0.974687958,1.145074048,1.294336426,1.314466516,1.477523445,0.903910108,0.929679645,1.091091012,1.192442106,1.319633975,,
Ireland,IRL,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,0.927559215,1.534335729,1.803627559,3.756078891,3.322006854,4.475609858,6.638282997,6.117242278,4.002436787,4.013663157,4.275177163,4.429885547,2.950097761,2.25845406,2.301089921,2.306852015,2.975686495,2.684903793,1.993989667,2.208920461,2.264377838,2.4175628,2.027488416,1.665265254,1.454417578,1.579913841,1.34462346,1.192478664,1.030003766,0.927593524,0.964339723,0.701246118,0.628012371,0.574780824,0.599216633,0.393041544,0.428324533,0.360551588,0.309642936,0.25979093,0.392700997,0.510175106,0.545514328,0.894869104,0.907120691,0.666650399,0.625338255,0.808286816,0.962563055,0.871287132,0.780455437,0.847690924,0.589705577,
Ireland,IRL,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,,,,21.32009506,24.21577037,25.46147735,27.73567835,27.76590236,32.47190557,33.66771424,35.68827735,34.48992897,38.09886427,42.43320296,46.88182291,41.97390274,47.49376953,49.80553799,49.76791264,52.55065405,54.06997215,57.88822758,60.93238082,62.30860366,63.64641287,64.65855205,65.17570101,64.78673284,68.91262531,68.34564865,69.88590267,70.52060093,69.33775841,68.14177568,71.01171105,71.54574636,81.51943679,80.76370983,83.63981305,85.07647994,86.27668315,87.7083366,87.97109104,85.99432525,85.68452078,86.04209154,84.76245121,84.54898974,85.00081891,85.64418333,84.52339445,86.17230962,85.34464134,84.77494896,84.29785876,87.10780942,
Ireland,IRL,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.88075935,28.87972699,27.4374267,24.37260914,21.70098931,21.28324228,19.64806576,19.26199625,17.82303494,17.55170552,17.61823606,
Ireland,IRL,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.30279386,36.81884835,31.07007634,24.16277132,22.51190404,22.43110804,22.17743347,18.63670842,15.72546654,10.9514654,7.492133622,5.776495152,5.652044928,5.833281562,5.749851354,,
Ireland,IRL,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,,,,1.682070829,1.138149334,1.5085,0.72826638,2.300051685,1.072352636,1.404127096,1.519438933,1.188411652,0.859883793,0.753641984,1.320035463,1.324633446,0.662230865,0.662896845,0.410568497,0.479282121,0.646642745,0.652115125,0.632573096,1.145614425,1.201007056,1.269470226,0.781484344,0.720086428,0.567611709,0.497589893,0.657223015,0.624983789,0.605706385,0.598833586,0.486374607,0.44295407,0.417142916,0.423418305,0.270594242,0.26833616,0.346069931,0.322892846,0.383181594,0.244853782,0.482114669,0.701028618,0.659905782,0.771217102,0.964529111,0.70843339,1.152055384,1.484660785,1.748307782,0.950004587,0.92938718,0.689221813,
Ireland,IRL,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,,,,63.08791761,62.31670073,59.11450184,57.35415437,57.98563045,53.50720899,50.60804722,49.36744607,47.37648732,45.28597771,43.62683079,40.37231178,47.19907743,42.04603129,40.11817649,40.67829892,37.33192611,36.59855176,33.28184125,30.11624542,27.92916831,25.73537273,25.28231062,25.94028352,27.29099712,26.64789804,24.1110421,22.31659018,22.6550872,24.40885393,21.90272171,20.56806844,19.39313628,16.45045498,11.8710434,10.14650889,9.435856087,8.293135641,7.251957723,7.218875735,8.343740802,8.397312276,8.438796677,9.700694901,10.14052097,9.683569573,8.756655609,9.196019881,9.994602673,10.2577698,11.48931742,11.82106072,9.995722626,
Ireland,IRL,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,,,,4.733024861,3.598574779,4.281259648,3.873630264,3.029602581,2.95602232,3.02893764,2.325442464,1.961522724,2.188975393,2.728804998,2.463178499,2.110043282,2.356992043,1.915274667,2.163409548,2.336179635,2.133703412,2.150729656,2.191911539,2.012603834,2.044220985,1.691138551,2.003275315,1.938648355,1.966203479,1.823781627,1.637762193,1.499839531,1.543387073,1.322877593,1.223419173,1.114616406,1.036950864,0.842309561,0.635080067,0.53468845,0.471213557,0.418253333,0.44032967,0.467706901,0.472653307,0.447288892,0.462863017,0.520431936,0.484245158,0.426361826,0.527358312,0.559431945,0.573451718,0.645694442,0.701766431,0.564113207,
Ireland,IRL,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,109.2533446,113.6938879,104.789667,109.9294018,109.4240748,106.8928102,109.7499303,106.068497,105.9552485,106.0976991,106.1312854,103.127399,98.47228125,103.252513,118.1132041,
Ireland,IRL,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101.2918382,100.7486139,100.3336545,97.89562128,101.1275964,98.82373033,96.92813396,95.48144539,98.21511221,98.31849654,93.41165845,91.91957944,91.14763959,90.21863793,93.59245722,
Ireland,IRL,Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.509149011,8.551925308,9.124430655,9.392028928,7.534177135,6.589400626,5.816833602,5.270211359,5.195359085,4.181432037,3.394870442,
Ireland,IRL,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.455432008,3.174066243,2.989108212,2.533822678,2.1542099,2.015816403,1.978041048,1.923877953,1.848733065,1.684446232,1.512441453,
Ireland,IRL,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71385653252,80243397618,94870912560,1.10874E+11,1.03788E+11,1.07301E+11,1.1558E+11,1.11897E+11,1.17647E+11,1.44898E+11,1.67289E+11,
Ireland,IRL,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.99550736,70.82017456,70.87843351,73.80537139,76.24863488,78.05764279,79.33511224,80.31655576,81.6497721,82.55993767,85.7594636,
Ireland,IRL,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.50995789,67.31590858,74.15109323,84.7558033,91.94333595,100,99.29540194,102.913784,105.8349048,121.4059496,134.6651981,143.6068199,164.6304979,164.9111174,123.1535745,118.3854484,130.817016,123.281986,129.3378457,143.549668,140.107367,
Ireland,IRL,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,629900000,728800000,763500000,852300000,967700000,1036700000,1041600000,1079000000,1173600000,1422770000,1569080000,1833710000,2106040000,2775850000,3817010000,3771980000,4195400000,5383960000,7109600000,9885510000,11142480000,10600070000,9698760000,9163760000,9675150000,10017510000,11617820000,13639690000,15604520020,17524700563,20829806564,20750719665,22453170990,21528129166,25183107759,32004688996,34960551011,38903485298,43935211826,47532928536,50642439700,50651997200,51427282000,53865663800,61344028500,68530422700,73063281200,83834414900,84130090400,62493492400,60047277800,66277767400,61358385000,65132980300,70142303300,,
Ireland,IRL,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,7.032862359,7.560373216,8.513425016,6.699518949,5.869587682,5.324587634,4.685099846,5.106580167,4.294478528,3.938092594,3.442144441,5.509049959,5.520787829,4.231856909,4.865850496,4.795094354,4.744958764,4.716231176,4.096011027,4.24318017,3.273238992,3.339128893,3.546123422,3.418902285,3.667850111,3.615668964,3.437564018,3.315984454,3.903073977,3.529783621,3.345018497,3.25263983,2.836236789,4.035548132,5.164721861,4.817715354,6.580372059,5.660006469,3.966507106,5.147958924,6.012847955,5.842597851,3.580672025,2.627489388,2.588437765,2.087985954,2.019005957,1.968445777,1.9684586,2.011219971,2.011486023,1.899901957,2.044929964,1.919108099,1.921195679,,
Ireland,IRL,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1.317669471,1.001646542,1.178781925,1.138096914,1.529399607,1.630172663,1.766513057,1.705282669,2.062031357,2.008757564,1.627068091,1.537320514,1.634346926,1.802330818,1.789882657,1.896616631,1.347904848,1.487566772,1.305839991,1.197914928,1.130269024,0.800183395,0.991879374,1.169934612,1.537133791,1.581830215,1.281135359,1.04929071,1.052709448,0.939705125,1.059327605,1.002961672,0.985515682,0.996625935,1.076245608,0.906747591,0.890473336,0.764970115,0.675231721,0.485728751,0.510615803,0.507179409,0.45474929,0.565183975,0.545536229,0.529888896,0.487115955,0.45263249,0.384970108,0.49787616,0.462769022,1.045797901,0.514656799,0.544566974,0.492638513,,
Ireland,IRL,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,2.413081441,2.305159166,2.01702685,2.041534671,1.302056422,1.581942703,1.36328725,1.325301205,1.295160191,1.106995509,0.891605272,0.761843476,0.770640634,0.639443774,0.588418684,0.662781881,0.537493445,0.742576096,0.542646562,0.487076539,0.443617579,0.429619804,0.343239754,0.317664365,0.307798845,0.343598359,0.351787168,0.368043555,0.334432179,0.306760999,0.31600812,0.311276229,0.311246146,0.329839759,0.370636167,0.403788521,0.416597257,0.335077468,0.33581478,0.30718789,0.314259149,0.361416746,0.397893087,0.386995881,0.421679023,0.483232391,0.485369661,0.517311417,0.476285236,0.718911974,0.788255217,0.911824166,0.920867621,0.925572724,0.998818783,,
Ireland,IRL,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,4.254643594,3.841931943,2.920759659,3.778012437,3.699493645,4.06096267,3.177803379,3.549582947,3.783231084,2.788925828,1.689525072,1.555316817,0.844238476,1.269160798,2.017809752,2.233574939,2.223625876,1.938721684,1.596995612,0.967982431,1.448959298,0.135942498,0.142492442,0.493902066,0.155036356,0.158023301,0.17240756,0.251691937,0.203779602,0.443977638,0.233047571,0.254382943,0.260693878,0.234081426,0.283125656,0.341486907,0.258795298,0.2356927,0.174831214,0.122351603,0.123710667,0.136781576,0.114256865,0.132140765,0.15469346,0.098889073,0.156768076,0.292773917,0.39178919,0.764946047,0.876081014,0.392869902,1.789225222,0.649256334,1.150463361,,
